arm,mbar,dt,seed,epoch,tag_pop,pop_trig,n_tagged,removed,gamma
knee,20,5,121,75,85,99,16,16,9.0
knee,20,5,121,76,87,103,18,18,9.0
knee,20,5,121,77,91,105,18,18,9.0
knee,20,5,121,78,93,109,18,18,9.0
knee,20,5,121,79,93,111,18,18,9.0
knee,20,5,121,80,91,109,18,18,9.0
knee,20,5,121,81,87,99,16,16,9.0
knee,20,5,121,82,83,99,16,16,9.0
knee,20,5,121,83,81,93,16,16,9.0
knee,20,5,121,84,79,91,16,16,9.0
knee,20,5,121,85,79,95,16,16,9.0
knee,20,5,121,86,81,93,16,16,9.0
knee,20,5,121,87,75,85,14,14,9.0
knee,20,5,121,88,69,83,14,14,9.0
knee,20,5,121,89,67,79,14,14,9.0
knee,20,5,121,90,69,83,14,14,9.0
knee,20,5,121,91,65,79,14,14,9.0
knee,20,5,121,92,65,79,14,14,9.0
knee,20,5,121,93,61,71,12,12,9.0
knee,20,5,121,94,65,69,12,12,9.0
knee,20,5,121,95,59,69,12,12,9.0
knee,20,5,121,96,55,67,12,12,9.0
knee,20,5,121,97,53,61,10,10,9.0
knee,20,5,121,98,55,65,10,10,9.0
knee,20,5,121,99,55,63,10,10,9.0
knee,20,5,121,100,57,65,10,10,9.0
knee,20,5,122,55,17,21,4,4,7.0
knee,20,5,122,56,23,27,4,4,7.0
knee,20,5,122,57,29,33,6,6,7.0
knee,20,5,122,58,29,35,6,6,7.0
knee,20,5,122,59,33,39,6,6,7.0
knee,20,5,122,60,37,45,8,8,7.0
knee,20,5,122,61,45,49,8,8,7.0
knee,20,5,122,62,43,51,8,8,7.0
knee,20,5,122,63,45,55,10,10,7.0
knee,20,5,122,64,45,53,8,8,7.0
knee,20,5,122,65,47,53,8,8,7.0
knee,20,5,122,66,49,57,10,10,7.0
knee,20,5,122,67,51,61,10,10,7.0
knee,20,5,122,68,53,63,10,10,7.0
knee,20,5,122,69,53,61,10,10,7.0
knee,20,5,122,70,55,65,10,10,7.0
knee,20,5,122,71,55,65,10,10,7.0
knee,20,5,122,72,57,69,12,12,7.0
knee,20,5,122,73,59,71,12,12,7.0
knee,20,5,122,74,57,69,12,12,7.0
knee,20,5,122,75,57,69,12,12,7.0
knee,20,5,122,76,61,71,12,12,7.0
knee,20,5,122,77,65,75,12,12,7.0
knee,20,5,122,78,65,75,12,12,7.0
knee,20,5,122,79,65,75,12,12,7.0
knee,20,5,122,80,65,79,14,14,7.0
knee,20,5,122,81,71,77,12,12,7.0
knee,20,5,122,82,75,85,14,14,7.0
knee,20,5,122,83,73,85,14,14,7.0
knee,20,5,122,84,69,83,14,14,7.0
knee,20,5,122,85,69,81,14,14,7.0
knee,20,5,122,86,65,79,14,14,7.0
knee,20,5,122,87,63,73,12,12,7.0
knee,20,5,122,88,59,71,12,12,7.0
knee,20,5,122,89,55,67,12,12,7.0
knee,20,5,122,90,57,69,12,12,7.0
knee,20,5,122,91,59,69,12,12,7.0
knee,20,5,122,92,55,67,12,12,7.0
knee,20,5,122,93,57,67,12,12,7.0
knee,20,5,122,94,53,63,10,10,7.0
knee,20,5,122,95,55,65,10,10,7.0
knee,20,5,122,96,59,69,12,12,7.0
knee,20,5,122,97,67,73,12,12,7.0
knee,20,5,122,98,69,81,14,14,7.0
knee,20,5,122,99,69,81,14,14,7.0
knee,20,5,122,100,67,81,14,14,7.0
knee,20,5,123,55,23,27,4,4,10.0
knee,20,5,123,56,35,43,8,8,10.0
knee,20,5,123,57,47,57,10,10,11.0
knee,20,5,123,58,57,69,12,12,11.0
knee,20,5,123,59,69,79,14,14,11.0
knee,20,5,123,60,77,91,16,16,11.0
knee,20,5,123,61,83,99,16,16,11.0
knee,20,5,123,62,87,105,18,18,11.0
knee,20,5,123,63,87,101,16,16,12.0
knee,20,5,123,65,101,121,20,20,11.0
knee,20,5,123,66,105,123,20,20,11.0
knee,20,5,123,67,107,127,22,22,11.0
knee,20,5,123,70,127,147,24,24,11.0
knee,20,5,123,71,135,149,24,24,11.0
knee,20,5,123,72,133,157,26,26,11.0
knee,20,5,123,75,141,167,28,28,11.0
knee,20,5,123,76,137,163,28,28,11.0
knee,20,5,123,77,133,159,26,26,11.0
knee,20,5,123,80,153,179,30,30,11.0
knee,20,5,123,81,147,169,28,28,11.0
knee,20,5,123,82,143,165,28,28,11.0
knee,20,5,123,85,147,173,28,28,11.0
knee,20,5,123,86,143,169,28,28,11.0
knee,20,5,123,87,139,163,28,28,11.0
knee,20,5,123,90,145,171,28,28,11.0
knee,20,5,123,91,139,167,28,28,11.0
knee,20,5,123,92,135,161,26,26,11.0
knee,20,5,123,95,135,159,26,26,11.0
knee,20,5,123,96,133,157,26,26,11.0
knee,20,5,123,97,129,155,26,26,11.0
knee,20,5,124,55,13,15,2,2,9.0
knee,20,5,124,56,25,31,6,6,9.0
knee,20,5,124,57,35,41,6,6,9.0
knee,20,5,124,58,45,51,8,8,9.0
knee,20,5,124,59,53,63,10,10,9.0
knee,20,5,124,60,59,71,12,12,9.0
knee,20,5,124,61,67,77,12,12,9.0
knee,20,5,124,62,73,85,14,14,9.0
knee,20,5,124,63,79,91,16,16,9.0
knee,20,5,124,64,81,97,16,16,9.0
knee,20,5,124,65,83,99,16,16,9.0
knee,20,5,124,66,81,95,16,16,9.0
knee,20,5,124,67,81,91,16,16,9.0
knee,20,5,124,68,75,89,14,14,9.0
knee,20,5,124,69,75,87,14,14,9.0
knee,20,5,124,70,75,89,14,14,9.0
knee,20,5,124,71,73,85,14,14,9.0
knee,20,5,124,72,77,89,14,14,9.0
knee,20,5,124,73,75,89,14,14,9.0
knee,20,5,124,74,75,89,14,14,9.0
knee,20,5,124,75,81,93,16,16,9.0
knee,20,5,124,76,81,97,16,16,9.0
knee,20,5,124,77,81,97,16,16,9.0
knee,20,5,124,78,77,93,16,16,9.0
knee,20,5,124,79,75,89,14,14,9.0
knee,20,5,124,80,79,93,16,16,9.0
knee,20,5,124,81,81,97,16,16,9.0
knee,20,5,124,82,81,97,16,16,9.0
knee,20,5,124,83,81,97,16,16,9.0
knee,20,5,124,85,81,97,16,16,9.0
knee,20,5,124,86,77,89,14,14,9.0
knee,20,5,124,87,73,85,14,14,9.0
knee,20,5,124,88,75,89,14,14,9.0
knee,20,5,124,89,73,83,14,14,9.0
knee,20,5,124,90,79,89,14,14,9.0
knee,20,5,124,91,73,87,14,14,9.0
knee,20,5,124,92,71,85,14,14,9.0
knee,20,5,124,93,73,87,14,14,9.0
knee,20,5,124,94,67,81,14,14,9.0
knee,20,5,124,95,69,83,14,14,9.0
knee,20,5,124,96,73,85,14,14,9.0
knee,20,5,124,97,77,91,16,16,9.0
knee,20,5,124,98,79,93,16,16,9.0
knee,20,5,125,55,5,7,2,2,3.0
knee,20,5,125,56,7,9,2,2,3.0
knee,20,5,125,57,9,11,2,2,3.0
knee,20,5,125,58,11,13,2,2,3.0
knee,20,5,125,59,11,13,2,2,3.0
knee,20,5,125,60,13,15,2,2,3.0
knee,20,5,125,61,15,19,4,4,3.0
knee,20,5,125,62,19,21,4,4,3.0
knee,20,5,125,63,23,25,4,4,3.0
knee,20,5,125,64,23,27,4,4,3.0
knee,20,5,125,65,25,29,4,4,3.0
knee,20,5,125,66,25,31,6,6,3.0
knee,20,5,125,67,25,31,6,6,3.0
knee,20,5,125,68,25,29,4,4,3.0
knee,20,5,125,69,25,31,6,6,3.0
knee,20,5,125,70,25,29,4,4,3.0
knee,20,5,125,71,25,31,6,6,3.0
knee,20,5,125,72,25,29,4,4,3.0
knee,20,5,125,73,25,31,6,6,3.0
knee,20,5,125,74,27,31,6,6,3.0
knee,20,5,125,75,27,33,6,6,3.0
knee,20,5,125,76,25,31,6,6,3.0
knee,20,5,125,77,25,31,6,6,3.0
knee,20,5,125,78,25,29,4,4,3.0
knee,20,5,125,79,25,29,4,4,3.0
knee,20,5,125,80,25,31,6,6,3.0
knee,20,5,125,81,25,31,6,6,3.0
knee,20,5,125,82,25,31,6,6,3.0
knee,20,5,125,83,25,31,6,6,3.0
knee,20,5,125,84,27,29,4,4,3.0
knee,20,5,125,85,29,33,6,6,3.0
knee,20,5,125,86,29,35,6,6,3.0
knee,20,5,125,87,33,35,6,6,3.0
knee,20,5,125,88,31,37,6,6,3.0
knee,20,5,125,89,31,37,6,6,3.0
knee,20,5,125,90,31,37,6,6,3.0
knee,20,5,125,91,29,35,6,6,3.0
knee,20,5,125,92,29,35,6,6,3.0
knee,20,5,125,93,29,35,6,6,3.0
knee,20,5,125,94,29,35,6,6,3.0
knee,20,5,125,95,29,33,6,6,3.0
knee,20,5,125,96,29,35,6,6,3.0
knee,20,5,125,97,29,35,6,6,3.0
knee,20,5,125,98,29,35,6,6,3.0
knee,20,5,125,99,27,33,6,6,3.0
knee,20,5,125,100,27,33,6,6,3.0
knee,20,5,126,56,7,9,2,2,3.0
knee,20,5,126,57,7,9,2,2,3.0
knee,20,5,126,58,9,11,2,2,3.0
knee,20,5,126,59,11,13,2,2,3.0
knee,20,5,126,60,15,17,2,2,3.0
knee,20,5,126,61,17,19,4,4,3.0
knee,20,5,126,62,21,23,4,4,3.0
knee,20,5,126,63,23,27,4,4,3.0
knee,20,5,126,64,23,27,4,4,3.0
knee,20,5,126,65,25,27,4,4,3.0
knee,20,5,126,66,25,31,6,6,3.0
knee,20,5,126,67,25,29,4,4,3.0
knee,20,5,126,68,27,31,6,6,3.0
knee,20,5,126,69,29,33,6,6,3.0
knee,20,5,126,70,29,35,6,6,3.0
knee,20,5,126,71,29,35,6,6,3.0
knee,20,5,126,72,27,31,6,6,3.0
knee,20,5,126,73,25,31,6,6,3.0
knee,20,5,126,74,27,25,4,4,3.0
knee,20,5,126,75,27,31,6,6,3.0
knee,20,5,126,76,27,29,4,4,3.0
knee,20,5,126,77,27,33,6,6,3.0
knee,20,5,126,78,27,29,4,4,3.0
knee,20,5,126,79,29,33,6,6,3.0
knee,20,5,126,80,29,35,6,6,3.0
knee,20,5,126,81,29,35,6,6,3.0
knee,20,5,126,82,27,33,6,6,3.0
knee,20,5,126,83,27,33,6,6,3.0
knee,20,5,126,84,29,33,6,6,3.0
knee,20,5,126,85,27,33,6,6,3.0
knee,20,5,126,86,27,33,6,6,3.0
knee,20,5,126,87,29,31,6,6,3.0
knee,20,5,126,88,31,35,6,6,3.0
knee,20,5,126,89,31,37,6,6,3.0
knee,20,5,126,90,29,35,6,6,3.0
knee,20,5,126,91,29,33,6,6,3.0
knee,20,5,126,92,29,35,6,6,3.0
knee,20,5,126,93,33,35,6,6,3.0
knee,20,5,126,94,33,39,6,6,3.0
knee,20,5,126,95,31,37,6,6,3.0
knee,20,5,126,96,31,37,6,6,3.0
knee,20,5,126,97,31,37,6,6,3.0
knee,20,5,126,98,31,37,6,6,3.0
knee,20,5,126,99,31,33,6,6,3.0
knee,20,5,126,100,31,37,6,6,3.0
knee,20,5,127,55,13,15,2,2,13.0
knee,20,5,127,56,33,39,6,6,13.0
knee,20,5,127,57,49,59,10,10,13.0
knee,20,5,127,58,65,75,12,12,13.0
knee,20,5,127,59,79,91,16,16,13.0
knee,20,5,127,60,91,105,18,18,13.0
knee,20,5,127,61,101,117,20,20,13.0
knee,20,5,127,62,105,125,20,20,13.0
knee,20,5,127,65,119,131,22,22,13.0
knee,20,5,127,66,117,139,24,24,13.0
knee,20,5,127,67,105,125,20,20,13.0
knee,20,5,127,68,101,117,20,20,13.0
knee,20,5,127,70,101,121,20,20,13.0
knee,20,5,127,71,109,125,20,20,13.0
knee,20,5,127,72,113,131,22,22,13.0
knee,20,5,127,75,131,147,24,24,13.0
knee,20,5,127,76,131,147,24,24,13.0
knee,20,5,127,77,125,143,24,24,13.0
knee,20,5,127,80,135,157,26,26,13.0
knee,20,5,127,81,125,147,24,24,13.0
knee,20,5,127,82,113,135,22,22,13.0
knee,20,5,127,83,105,123,20,20,13.0
knee,20,5,127,85,109,131,22,22,13.0
knee,20,5,127,86,107,119,20,20,13.0
knee,20,5,127,87,95,113,18,18,13.0
knee,20,5,127,88,89,103,18,18,13.0
knee,20,5,127,90,91,109,18,18,13.0
knee,20,5,127,91,89,105,18,18,13.0
knee,20,5,127,92,85,97,16,16,13.0
knee,20,5,127,93,79,95,16,16,13.0
knee,20,5,127,95,89,103,18,18,13.0
knee,20,5,127,96,93,111,18,18,13.0
knee,20,5,127,97,93,111,18,18,13.0
knee,20,5,127,98,85,99,16,16,13.0
knee,20,5,128,55,7,9,2,2,23.0
knee,20,5,128,56,17,21,4,4,22.0
knee,20,5,128,57,31,35,6,6,24.0
knee,20,5,128,58,43,47,8,8,24.0
knee,20,5,128,59,49,59,10,10,26.0
knee,20,5,128,60,65,77,12,12,24.0
knee,20,5,128,61,85,103,18,18,24.0
knee,20,5,128,62,99,117,20,20,24.0
knee,20,5,128,63,107,127,22,22,25.0
knee,20,5,128,65,151,175,30,30,29.0
knee,20,5,128,70,275,313,52,52,33.0
knee,20,5,128,75,391,459,76,76,33.0
knee,20,5,128,80,403,477,80,80,27.0
knee,20,5,128,85,433,505,84,84,30.0
knee,20,5,128,90,433,487,82,82,23.0
knee,20,5,128,95,447,531,88,88,23.0
knee,20,5,129,55,7,9,2,2,6.0
knee,20,5,129,56,15,17,2,2,6.0
knee,20,5,129,57,23,25,4,4,6.0
knee,20,5,129,58,29,33,6,6,6.0
knee,20,5,129,59,33,37,6,6,6.0
knee,20,5,129,60,35,41,6,6,6.0
knee,20,5,129,61,35,43,8,8,6.0
knee,20,5,129,62,37,45,8,8,6.0
knee,20,5,129,63,43,47,8,8,6.0
knee,20,5,129,64,41,49,8,8,6.0
knee,20,5,129,65,41,49,8,8,6.0
knee,20,5,129,66,41,49,8,8,6.0
knee,20,5,129,67,39,47,8,8,6.0
knee,20,5,129,68,43,49,8,8,6.0
knee,20,5,129,69,45,49,8,8,6.0
knee,20,5,129,70,47,53,8,8,6.0
knee,20,5,129,71,49,57,10,10,6.0
knee,20,5,129,72,49,59,10,10,6.0
knee,20,5,129,73,49,59,10,10,6.0
knee,20,5,129,74,45,53,8,8,6.0
knee,20,5,129,75,47,57,10,10,6.0
knee,20,5,129,76,45,55,10,10,6.0
knee,20,5,129,77,49,57,10,10,6.0
knee,20,5,129,78,49,59,10,10,6.0
knee,20,5,129,79,47,57,10,10,6.0
knee,20,5,129,80,45,53,8,8,6.0
knee,20,5,129,81,43,51,8,8,6.0
knee,20,5,129,82,41,49,8,8,6.0
knee,20,5,129,83,39,47,8,8,6.0
knee,20,5,129,84,41,49,8,8,6.0
knee,20,5,129,85,43,51,8,8,6.0
knee,20,5,129,86,47,53,8,8,6.0
knee,20,5,129,87,49,57,10,10,6.0
knee,20,5,129,88,51,57,10,10,6.0
knee,20,5,129,89,45,55,10,10,6.0
knee,20,5,129,90,45,53,8,8,6.0
knee,20,5,129,91,47,57,10,10,6.0
knee,20,5,129,92,51,59,10,10,6.0
knee,20,5,129,93,53,63,10,10,6.0
knee,20,5,129,94,53,63,10,10,6.0
knee,20,5,129,95,55,63,10,10,6.0
knee,20,5,129,96,53,61,10,10,6.0
knee,20,5,129,97,55,63,10,10,6.0
knee,20,5,129,98,57,65,10,10,6.0
knee,20,5,129,99,61,69,12,12,6.0
knee,20,5,129,100,59,71,12,12,6.0
knee,20,5,130,55,7,9,2,2,5.0
knee,20,5,130,56,7,9,2,2,5.0
knee,20,5,130,57,9,11,2,2,5.0
knee,20,5,130,58,13,15,2,2,6.0
knee,20,5,130,59,17,19,4,4,6.0
knee,20,5,130,60,23,27,4,4,6.0
knee,20,5,130,61,27,33,6,6,6.0
knee,20,5,130,62,31,37,6,6,6.0
knee,20,5,130,63,35,41,6,6,6.0
knee,20,5,130,64,37,43,8,8,6.0
knee,20,5,130,65,39,45,8,8,6.0
knee,20,5,130,66,43,49,8,8,6.0
knee,20,5,130,67,47,53,8,8,6.0
knee,20,5,130,68,47,53,8,8,6.0
knee,20,5,130,69,49,59,10,10,6.0
knee,20,5,130,70,53,59,10,10,6.0
knee,20,5,130,71,53,61,10,10,6.0
knee,20,5,130,72,55,61,10,10,6.0
knee,20,5,130,73,53,61,10,10,6.0
knee,20,5,130,74,53,61,10,10,6.0
knee,20,5,130,75,55,65,10,10,6.0
knee,20,5,130,76,51,61,10,10,6.0
knee,20,5,130,77,51,61,10,10,6.0
knee,20,5,130,78,49,57,10,10,6.0
knee,20,5,130,79,49,55,10,10,6.0
knee,20,5,130,80,51,61,10,10,6.0
knee,20,5,130,81,49,57,10,10,6.0
knee,20,5,130,82,47,57,10,10,6.0
knee,20,5,130,83,45,55,10,10,6.0
knee,20,5,130,84,45,55,10,10,6.0
knee,20,5,130,85,45,55,10,10,6.0
knee,20,5,130,86,45,55,10,10,6.0
knee,20,5,130,87,45,51,8,8,6.0
knee,20,5,130,88,43,51,8,8,6.0
knee,20,5,130,89,45,53,8,8,6.0
knee,20,5,130,90,49,57,10,10,6.0
knee,20,5,130,91,47,57,10,10,6.0
knee,20,5,130,92,47,57,10,10,6.0
knee,20,5,130,93,47,57,10,10,6.0
knee,20,5,130,94,47,57,10,10,6.0
knee,20,5,130,95,49,59,10,10,6.0
knee,20,5,130,96,47,57,10,10,6.0
knee,20,5,130,97,47,57,10,10,6.0
knee,20,5,130,98,49,57,10,10,6.0
knee,20,5,130,99,53,61,10,10,6.0
knee,20,5,130,100,55,63,10,10,6.0
knee,20,7,121,55,7,9,2,2,9.0
knee,20,7,121,56,17,21,4,4,9.0
knee,20,7,121,57,31,35,6,6,9.0
knee,20,7,121,58,41,49,8,8,9.0
knee,20,7,121,59,43,51,8,8,9.0
knee,20,7,121,60,51,55,10,10,9.0
knee,20,7,121,61,51,59,10,10,9.0
knee,20,7,121,62,59,67,12,12,9.0
knee,20,7,121,63,69,73,12,12,9.0
knee,20,7,121,64,67,81,14,14,9.0
knee,20,7,121,65,73,83,14,14,9.0
knee,20,7,121,66,77,89,14,14,9.0
knee,20,7,121,67,75,85,14,14,9.0
knee,20,7,121,68,75,89,14,14,9.0
knee,20,7,121,69,77,89,14,14,9.0
knee,20,7,121,70,79,93,16,16,9.0
knee,20,7,121,71,79,93,16,16,9.0
knee,20,7,121,72,77,93,16,16,9.0
knee,20,7,121,73,77,93,16,16,9.0
knee,20,7,121,74,79,89,14,14,9.0
knee,20,7,121,75,75,89,14,14,9.0
knee,20,7,121,76,75,87,14,14,9.0
knee,20,7,121,77,73,87,14,14,9.0
knee,20,7,121,78,73,87,14,14,9.0
knee,20,7,121,79,67,81,14,14,9.0
knee,20,7,121,80,63,75,12,12,9.0
knee,20,7,121,81,55,67,12,12,9.0
knee,20,7,121,82,55,67,12,12,9.0
knee,20,7,121,83,53,63,10,10,9.0
knee,20,7,121,84,57,65,10,10,9.0
knee,20,7,121,85,63,75,12,12,9.0
knee,20,7,121,86,67,77,12,12,9.0
knee,20,7,121,87,69,83,14,14,9.0
knee,20,7,121,88,69,81,14,14,9.0
knee,20,7,121,89,65,77,12,12,9.0
knee,20,7,121,90,69,79,14,14,9.0
knee,20,7,121,91,69,83,14,14,9.0
knee,20,7,121,92,69,77,12,12,9.0
knee,20,7,121,93,67,79,14,14,9.0
knee,20,7,121,94,65,79,14,14,9.0
knee,20,7,121,95,63,73,12,12,9.0
knee,20,7,121,96,61,73,12,12,9.0
knee,20,7,121,97,55,67,12,12,9.0
knee,20,7,121,98,53,61,10,10,9.0
knee,20,7,121,99,53,59,10,10,9.0
knee,20,7,121,100,55,61,10,10,9.0
knee,20,7,122,55,15,17,2,2,7.0
knee,20,7,122,56,23,27,4,4,7.0
knee,20,7,122,57,29,35,6,6,7.0
knee,20,7,122,58,37,43,8,8,7.0
knee,20,7,122,59,41,49,8,8,7.0
knee,20,7,122,60,45,53,8,8,7.0
knee,20,7,122,61,41,49,8,8,7.0
knee,20,7,122,62,49,53,8,8,7.0
knee,20,7,122,63,55,59,10,10,7.0
knee,20,7,122,64,53,63,10,10,7.0
knee,20,7,122,65,53,63,10,10,7.0
knee,20,7,122,66,57,67,12,12,7.0
knee,20,7,122,67,55,67,12,12,7.0
knee,20,7,122,68,59,69,12,12,7.0
knee,20,7,122,69,59,69,12,12,7.0
knee,20,7,122,70,57,69,12,12,7.0
knee,20,7,122,71,57,69,12,12,7.0
knee,20,7,122,72,59,67,12,12,7.0
knee,20,7,122,73,63,73,12,12,7.0
knee,20,7,122,74,61,71,12,12,7.0
knee,20,7,122,75,65,75,12,12,7.0
knee,20,7,122,76,65,77,12,12,7.0
knee,20,7,122,77,65,77,12,12,7.0
knee,20,7,122,78,65,79,14,14,7.0
knee,20,7,122,79,67,75,12,12,7.0
knee,20,7,122,80,67,75,12,12,7.0
knee,20,7,122,81,63,73,12,12,7.0
knee,20,7,122,82,59,71,12,12,7.0
knee,20,7,122,83,57,69,12,12,7.0
knee,20,7,122,84,59,71,12,12,7.0
knee,20,7,122,85,59,71,12,12,7.0
knee,20,7,122,86,63,73,12,12,7.0
knee,20,7,122,87,65,77,12,12,7.0
knee,20,7,122,88,67,77,12,12,7.0
knee,20,7,122,89,65,77,12,12,7.0
knee,20,7,122,90,69,77,12,12,7.0
knee,20,7,122,91,65,79,14,14,7.0
knee,20,7,122,92,67,79,14,14,7.0
knee,20,7,122,93,65,77,12,12,7.0
knee,20,7,122,94,65,77,12,12,7.0
knee,20,7,122,95,65,75,12,12,7.0
knee,20,7,122,96,59,71,12,12,7.0
knee,20,7,122,97,63,73,12,12,7.0
knee,20,7,122,98,59,69,12,12,7.0
knee,20,7,122,99,59,71,12,12,7.0
knee,20,7,122,100,59,71,12,12,7.0
knee,20,7,123,55,23,27,4,4,10.0
knee,20,7,123,56,35,43,8,8,10.0
knee,20,7,123,57,49,57,10,10,11.0
knee,20,7,123,58,61,71,12,12,11.0
knee,20,7,123,59,69,83,14,14,11.0
knee,20,7,123,60,75,91,16,16,11.0
knee,20,7,123,62,111,117,20,20,11.0
knee,20,7,123,63,113,129,22,22,11.0
knee,20,7,123,64,111,133,22,22,11.0
knee,20,7,123,65,109,127,22,22,11.0
knee,20,7,123,66,109,127,22,22,11.0
knee,20,7,123,69,125,147,24,24,11.0
knee,20,7,123,70,123,145,24,24,11.0
knee,20,7,123,71,125,145,24,24,11.0
knee,20,7,123,72,125,147,24,24,11.0
knee,20,7,123,76,155,173,28,28,11.0
knee,20,7,123,77,153,175,30,30,11.0
knee,20,7,123,78,151,173,28,28,11.0
knee,20,7,123,79,145,169,28,28,11.0
knee,20,7,123,83,157,183,30,30,11.0
knee,20,7,123,84,153,179,30,30,11.0
knee,20,7,123,85,149,173,28,28,11.0
knee,20,7,123,90,183,219,36,36,11.0
knee,20,7,123,91,177,205,34,34,11.0
knee,20,7,123,92,167,199,34,34,11.0
knee,20,7,124,55,13,15,2,2,9.0
knee,20,7,124,56,27,31,6,6,9.0
knee,20,7,124,57,37,45,8,8,9.0
knee,20,7,124,58,47,55,10,10,9.0
knee,20,7,124,59,55,65,10,10,9.0
knee,20,7,124,60,63,73,12,12,9.0
knee,20,7,124,61,75,81,14,14,9.0
knee,20,7,124,62,79,93,16,16,9.0
knee,20,7,124,63,85,95,16,16,9.0
knee,20,7,124,64,89,103,18,18,9.0
knee,20,7,124,65,89,107,18,18,9.0
knee,20,7,124,66,91,101,16,16,9.0
knee,20,7,124,67,95,105,18,18,9.0
knee,20,7,124,68,85,99,16,16,9.0
knee,20,7,124,69,85,103,18,18,9.0
knee,20,7,124,70,83,99,16,16,9.0
knee,20,7,124,71,83,97,16,16,9.0
knee,20,7,124,72,85,99,16,16,9.0
knee,20,7,124,73,81,97,16,16,9.0
knee,20,7,124,74,75,91,16,16,9.0
knee,20,7,124,76,85,99,16,16,9.0
knee,20,7,124,77,85,103,18,18,9.0
knee,20,7,124,78,89,103,18,18,9.0
knee,20,7,124,79,91,105,18,18,9.0
knee,20,7,124,80,93,109,18,18,9.0
knee,20,7,124,83,119,135,22,22,9.0
knee,20,7,124,84,115,133,22,22,9.0
knee,20,7,124,85,115,129,22,22,9.0
knee,20,7,124,86,111,131,22,22,9.0
knee,20,7,124,87,99,119,20,20,9.0
knee,20,7,124,90,117,137,22,22,9.0
knee,20,7,124,91,115,135,22,22,9.0
knee,20,7,124,92,109,131,22,22,9.0
knee,20,7,124,93,105,125,20,20,9.0
knee,20,7,124,94,107,123,20,20,9.0
knee,20,7,125,55,5,7,2,2,3.0
knee,20,7,125,56,5,7,2,2,3.0
knee,20,7,125,57,7,9,2,2,3.0
knee,20,7,125,58,9,11,2,2,3.0
knee,20,7,125,59,13,15,2,2,3.0
knee,20,7,125,60,13,15,2,2,3.0
knee,20,7,125,61,15,17,2,2,3.0
knee,20,7,125,62,17,21,4,4,3.0
knee,20,7,125,63,15,19,4,4,3.0
knee,20,7,125,64,15,19,4,4,3.0
knee,20,7,125,65,15,19,4,4,3.0
knee,20,7,125,66,15,19,4,4,3.0
knee,20,7,125,67,15,19,4,4,3.0
knee,20,7,125,68,17,21,4,4,3.0
knee,20,7,125,69,17,21,4,4,3.0
knee,20,7,125,70,19,23,4,4,3.0
knee,20,7,125,71,21,25,4,4,3.0
knee,20,7,125,72,21,25,4,4,3.0
knee,20,7,125,73,21,25,4,4,3.0
knee,20,7,125,74,23,27,4,4,3.0
knee,20,7,125,75,27,29,4,4,3.0
knee,20,7,125,76,27,33,6,6,3.0
knee,20,7,125,77,27,33,6,6,3.0
knee,20,7,125,78,27,33,6,6,3.0
knee,20,7,125,79,27,33,6,6,3.0
knee,20,7,125,80,27,33,6,6,3.0
knee,20,7,125,81,25,31,6,6,3.0
knee,20,7,125,82,25,31,6,6,3.0
knee,20,7,125,83,25,29,4,4,3.0
knee,20,7,125,84,27,31,6,6,3.0
knee,20,7,125,85,25,31,6,6,3.0
knee,20,7,125,86,27,29,4,4,3.0
knee,20,7,125,87,27,33,6,6,3.0
knee,20,7,125,88,27,33,6,6,3.0
knee,20,7,125,89,27,33,6,6,3.0
knee,20,7,125,90,25,31,6,6,3.0
knee,20,7,125,91,25,29,4,4,3.0
knee,20,7,125,92,25,29,4,4,3.0
knee,20,7,125,93,25,29,4,4,3.0
knee,20,7,125,94,25,31,6,6,3.0
knee,20,7,125,95,25,29,4,4,3.0
knee,20,7,125,96,25,31,6,6,3.0
knee,20,7,125,97,25,31,6,6,3.0
knee,20,7,125,98,25,31,6,6,3.0
knee,20,7,125,99,25,27,4,4,3.0
knee,20,7,125,100,27,31,6,6,3.0
knee,20,7,126,55,7,9,2,2,3.0
knee,20,7,126,56,9,11,2,2,3.0
knee,20,7,126,57,11,13,2,2,3.0
knee,20,7,126,58,15,17,2,2,3.0
knee,20,7,126,59,15,17,2,2,3.0
knee,20,7,126,60,17,19,4,4,3.0
knee,20,7,126,61,15,17,2,2,3.0
knee,20,7,126,62,17,21,4,4,3.0
knee,20,7,126,63,15,17,2,2,3.0
knee,20,7,126,64,15,19,4,4,3.0
knee,20,7,126,65,17,21,4,4,3.0
knee,20,7,126,66,17,21,4,4,3.0
knee,20,7,126,67,15,19,4,4,3.0
knee,20,7,126,68,15,17,2,2,3.0
knee,20,7,126,69,17,21,4,4,3.0
knee,20,7,126,70,19,23,4,4,3.0
knee,20,7,126,71,21,25,4,4,3.0
knee,20,7,126,72,25,27,4,4,3.0
knee,20,7,126,73,25,31,6,6,3.0
knee,20,7,126,74,25,29,4,4,3.0
knee,20,7,126,75,25,29,4,4,3.0
knee,20,7,126,76,25,31,6,6,3.0
knee,20,7,126,77,25,29,4,4,3.0
knee,20,7,126,78,27,31,6,6,3.0
knee,20,7,126,79,27,33,6,6,3.0
knee,20,7,126,80,25,29,4,4,3.0
knee,20,7,126,81,25,29,4,4,3.0
knee,20,7,126,82,23,27,4,4,3.0
knee,20,7,126,83,23,27,4,4,3.0
knee,20,7,126,84,27,29,4,4,3.0
